strain,speed_mean,angular_velocity_mean,relative_to_body_speed_midbody_mean,relative_to_body_radial_velocity_head_tip_mean,relative_to_body_angular_velocity_head_tip_mean,relative_to_body_radial_velocity_neck_mean,relative_to_body_angular_velocity_neck_mean,relative_to_body_radial_velocity_hips_mean,relative_to_body_angular_velocity_hips_mean,relative_to_body_radial_velocity_tail_tip_mean,relative_to_body_angular_velocity_tail_tip_mean,speed_neck_mean,angular_velocity_neck_mean,relative_to_neck_radial_velocity_head_tip_mean,relative_to_neck_angular_velocity_head_tip_mean,speed_head_base_mean,angular_velocity_head_base_mean,relative_to_head_base_radial_velocity_head_tip_mean,relative_to_head_base_angular_velocity_head_tip_mean,speed_hips_mean,angular_velocity_hips_mean,relative_to_hips_radial_velocity_tail_tip_mean,relative_to_hips_angular_velocity_tail_tip_mean,speed_tail_base_mean,angular_velocity_tail_base_mean,relative_to_tail_base_radial_velocity_tail_tip_mean,relative_to_tail_base_angular_velocity_tail_tip_mean,speed_midbody_mean,angular_velocity_midbody_mean,speed_head_tip_mean,angular_velocity_head_tip_mean,speed_tail_tip_mean,angular_velocity_tail_tip_mean,length_mean,area_mean,width_head_base_mean,width_midbody_mean,width_tail_base_mean,quirkiness_mean,eigen_projection_1_mean,eigen_projection_2_mean,eigen_projection_3_mean,eigen_projection_4_mean,eigen_projection_5_mean,eigen_projection_6_mean,eigen_projection_7_mean,curvature_head_mean,curvature_hips_mean,curvature_midbody_mean,curvature_neck_mean,curvature_tail_mean,curvature_mean_head_mean,curvature_mean_neck_mean,curvature_mean_midbody_mean,curvature_mean_hips_mean,curvature_mean_tail_mean,curvature_std_head_mean,curvature_std_neck_mean,curvature_std_midbody_mean,curvature_std_hips_mean,curvature_std_tail_mean,path_curvature_body_mean,path_curvature_tail_mean,path_curvature_midbody_mean,path_curvature_head_mean,d_speed_mean,d_angular_velocity_mean,d_relative_to_body_speed_midbody_mean,d_relative_to_body_radial_velocity_head_tip_mean,d_relative_to_body_angular_velocity_head_tip_mean,d_relative_to_body_radial_velocity_neck_mean,d_relative_to_body_angular_velocity_neck_mean,d_relative_to_body_radial_velocity_hips_mean,d_relative_to_body_angular_velocity_hips_mean,d_relative_to_body_radial_velocity_tail_tip_mean,d_relative_to_body_angular_velocity_tail_tip_mean,d_speed_neck_mean,d_angular_velocity_neck_mean,d_relative_to_neck_radial_velocity_head_tip_mean,d_relative_to_neck_angular_velocity_head_tip_mean,d_speed_head_base_mean,d_angular_velocity_head_base_mean,d_relative_to_head_base_radial_velocity_head_tip_mean,d_relative_to_head_base_angular_velocity_head_tip_mean,d_speed_hips_mean,d_angular_velocity_hips_mean,d_relative_to_hips_radial_velocity_tail_tip_mean,d_relative_to_hips_angular_velocity_tail_tip_mean,d_speed_tail_base_mean,d_angular_velocity_tail_base_mean,d_relative_to_tail_base_radial_velocity_tail_tip_mean,d_relative_to_tail_base_angular_velocity_tail_tip_mean,d_speed_midbody_mean,d_angular_velocity_midbody_mean,d_speed_head_tip_mean,d_angular_velocity_head_tip_mean,d_speed_tail_tip_mean,d_angular_velocity_tail_tip_mean,d_length_mean,d_area_mean,d_width_head_base_mean,d_width_midbody_mean,d_width_tail_base_mean,d_quirkiness_mean,d_eigen_projection_1_mean,d_eigen_projection_2_mean,d_eigen_projection_3_mean,d_eigen_projection_4_mean,d_eigen_projection_5_mean,d_eigen_projection_6_mean,d_eigen_projection_7_mean,d_curvature_head_mean,d_curvature_hips_mean,d_curvature_midbody_mean,d_curvature_neck_mean,d_curvature_tail_mean,d_curvature_mean_head_mean,d_curvature_mean_neck_mean,d_curvature_mean_midbody_mean,d_curvature_mean_hips_mean,d_curvature_mean_tail_mean,d_curvature_std_head_mean,d_curvature_std_neck_mean,d_curvature_std_midbody_mean,d_curvature_std_hips_mean,d_curvature_std_tail_mean,d_path_curvature_body_mean,d_path_curvature_tail_mean,d_path_curvature_midbody_mean,d_path_curvature_head_mean,motion_mode_mean,turn_mean,head_tail_distance_mean
L1,17.04808431124183,0.2691034086254902,2.07071576059542,4.805490831068702,0.43485873869045805,1.9887307275190842,0.2315091374058015,1.9855124061984735,0.19613623027351143,3.2880154734732825,0.3775109103778626,18.517367335751633,0.8852951795281045,2.574499728480916,1.3213102999789312,19.48497322660131,1.4078020515424836,1.151091364935878,1.39172384580916,17.397352338104575,0.6523692287281045,2.157300059206107,0.8139991459282443,17.629778661045755,1.0851745291830064,1.1772620379389314,0.9107243951496182,17.361110471437907,0.42921455370915035,21.540372720588234,2.510734634509804,19.009350712000003,1.8688101952941176,61.593033897435895,407.59930032051284,6.286696529752065,7.693135338842976,6.186151818181818,0.9856014453205129,1.4557974067884616,1.1588935798185898,1.0189955534166666,1.069307917698718,0.7334056545576925,0.4516208446955128,0.3838832577314103,0.08897357605788461,0.06597169882717949,0.058330785175769236,0.06642862822628205,0.0657599768927564,0.07927649334346154,0.05060998801217949,0.017188075387371795,0.044993163265,0.05164681214423076,0.03575814097564103,0.04523772050641026,0.06836707874358974,0.04078822885576923,0.036228044913461536,0.00443152792,0.009524364451304349,0.0045393458143478255,0.0031677210966521733,32.57366501328125,1.1883395764609377,11.190156178392856,25.272012068919643,2.34271699875,9.90665661999107,1.231826977482143,10.364785630758929,1.0598421597857144,16.941010875848214,1.7791122545500002,37.70465225515625,4.63481554265625,13.889559680089288,7.147139760089287,38.69780709921875,7.707487569218751,5.93094163125,7.424873293473214,33.81579635953125,3.2417212593437497,11.251845922625003,4.269728649508928,35.47669520017969,5.04972880109375,6.315061849553571,5.238219058839285,33.782033900859375,2.0605241115960933,60.49448782109374,14.26644987265625,41.6117895425,10.195806682109374,7.704042026160304,102.99592539362978,3.4348089752117645,2.3664156255764706,3.2688294500000006,0.01547111273450382,3.5044980502519087,2.362386733839694,3.069846109458015,4.42133292389313,3.547572574877862,1.653377568793893,1.7426250091221371,0.3875075418679389,0.22233479274564888,0.26974898311450385,0.22418224443816792,0.2557250647778626,0.3355426751221374,0.18388319892900762,0.05693948639923664,0.12662648859007633,0.19243074262442747,0.08997248707251908,0.08005244845984734,0.04909074558534351,0.06852152344732824,0.07522091885007634,0.00037104183066651985,0.0016493629179118942,0.00037359647719030834,0.001225442975056828,0.8980582524271845,0.0,54.10211532051282
L2,17.04808431124183,0.2691034086254902,2.07071576059542,4.805490831068702,0.43485873869045805,1.9887307275190842,0.2315091374058015,1.9855124061984735,0.19613623027351143,3.2880154734732825,0.3775109103778626,18.517367335751633,0.8852951795281045,2.574499728480916,1.3213102999789312,19.48497322660131,1.4078020515424836,1.151091364935878,1.39172384580916,17.397352338104575,0.6523692287281045,2.157300059206107,0.8139991459282443,17.629778661045755,1.0851745291830064,1.1772620379389314,0.9107243951496182,17.361110471437907,0.42921455370915035,21.540372720588234,2.510734634509804,19.009350712000003,1.8688101952941176,61.593033897435895,407.59930032051284,6.286696529752065,7.693135338842976,6.186151818181818,0.9856014453205129,1.4557974067884616,1.1588935798185898,1.0189955534166666,1.069307917698718,0.7334056545576925,0.4516208446955128,0.3838832577314103,0.08897357605788461,0.06597169882717949,0.058330785175769236,0.06642862822628205,0.0657599768927564,0.07927649334346154,0.05060998801217949,0.017188075387371795,0.044993163265,0.05164681214423076,0.03575814097564103,0.04523772050641026,0.06836707874358974,0.04078822885576923,0.036228044913461536,0.00443152792,0.009524364451304349,0.0045393458143478255,0.0031677210966521733,32.57366501328125,1.1883395764609377,11.190156178392856,25.272012068919643,2.34271699875,9.90665661999107,1.231826977482143,10.364785630758929,1.0598421597857144,16.941010875848214,1.7791122545500002,37.70465225515625,4.63481554265625,13.889559680089288,7.147139760089287,38.69780709921875,7.707487569218751,5.93094163125,7.424873293473214,33.81579635953125,3.2417212593437497,11.251845922625003,4.269728649508928,35.47669520017969,5.04972880109375,6.315061849553571,5.238219058839285,33.782033900859375,2.0605241115960933,60.49448782109374,14.26644987265625,41.6117895425,10.195806682109374,7.704042026160304,102.99592539362978,3.4348089752117645,2.3664156255764706,3.2688294500000006,0.01547111273450382,3.5044980502519087,2.362386733839694,3.069846109458015,4.42133292389313,3.547572574877862,1.653377568793893,1.7426250091221371,0.3875075418679389,0.22233479274564888,0.26974898311450385,0.22418224443816792,0.2557250647778626,0.3355426751221374,0.18388319892900762,0.05693948639923664,0.12662648859007633,0.19243074262442747,0.08997248707251908,0.08005244845984734,0.04909074558534351,0.06852152344732824,0.07522091885007634,0.00037104183066651985,0.0016493629179118942,0.00037359647719030834,0.001225442975056828,0.8980582524271845,0.0,54.10211532051282
N2,17.04808431124183,0.2691034086254902,2.07071576059542,4.805490831068702,0.43485873869045805,1.9887307275190842,0.2315091374058015,1.9855124061984735,0.19613623027351143,3.2880154734732825,0.3775109103778626,18.517367335751633,0.8852951795281045,2.574499728480916,1.3213102999789312,19.48497322660131,1.4078020515424836,1.151091364935878,1.39172384580916,17.397352338104575,0.6523692287281045,2.157300059206107,0.8139991459282443,17.629778661045755,1.0851745291830064,1.1772620379389314,0.9107243951496182,17.361110471437907,0.42921455370915035,21.540372720588234,2.510734634509804,19.009350712000003,1.8688101952941176,61.593033897435895,407.59930032051284,6.286696529752065,7.693135338842976,6.186151818181818,0.9856014453205129,1.4557974067884616,1.1588935798185898,1.0189955534166666,1.069307917698718,0.7334056545576925,0.4516208446955128,0.3838832577314103,0.08897357605788461,0.06597169882717949,0.058330785175769236,0.06642862822628205,0.0657599768927564,0.07927649334346154,0.05060998801217949,0.017188075387371795,0.044993163265,0.05164681214423076,0.03575814097564103,0.04523772050641026,0.06836707874358974,0.04078822885576923,0.036228044913461536,0.00443152792,0.009524364451304349,0.0045393458143478255,0.0031677210966521733,32.57366501328125,1.1883395764609377,11.190156178392856,25.272012068919643,2.34271699875,9.90665661999107,1.231826977482143,10.364785630758929,1.0598421597857144,16.941010875848214,1.7791122545500002,37.70465225515625,4.63481554265625,13.889559680089288,7.147139760089287,38.69780709921875,7.707487569218751,5.93094163125,7.424873293473214,33.81579635953125,3.2417212593437497,11.251845922625003,4.269728649508928,35.47669520017969,5.04972880109375,6.315061849553571,5.238219058839285,33.782033900859375,2.0605241115960933,60.49448782109374,14.26644987265625,41.6117895425,10.195806682109374,7.704042026160304,102.99592539362978,3.4348089752117645,2.3664156255764706,3.2688294500000006,0.01547111273450382,3.5044980502519087,2.362386733839694,3.069846109458015,4.42133292389313,3.547572574877862,1.653377568793893,1.7426250091221371,0.3875075418679389,0.22233479274564888,0.26974898311450385,0.22418224443816792,0.2557250647778626,0.3355426751221374,0.18388319892900762,0.05693948639923664,0.12662648859007633,0.19243074262442747,0.08997248707251908,0.08005244845984734,0.04909074558534351,0.06852152344732824,0.07522091885007634,0.00037104183066651985,0.0016493629179118942,0.00037359647719030834,0.001225442975056828,0.8980582524271845,0.0,54.10211532051282
L1,12.36744351,0.26034089896153845,2.7017044114117645,5.254833297941177,0.3691931884676471,2.066429895882353,0.23750912510205885,2.075430513852941,0.24971810064705882,5.366764552532941,0.49237691797058825,13.499269663461538,0.7625378623076922,2.568354160235294,0.8966245476764706,14.175370665384616,1.3074073050576922,1.1169167391794117,1.2012098694117646,13.348351476923076,0.7633197519038462,3.727989934852941,1.4820399109705882,14.119286473076922,1.563895924384615,1.3723824839705883,1.185863970882353,12.801946471153848,0.3706871354230769,16.841075207692306,2.3309272055,16.896075751923078,2.069230703733269,62.200739735849055,435.04576679245287,7.300775461904761,8.331003047619047,6.527015992857143,0.9796453518867925,1.959416918301887,1.1139245725471698,1.0757159831886791,1.3788986406792454,0.9268408996698113,0.5111950782264151,0.46227412432264153,0.07255724558301888,0.06481246188603773,0.07716699431132076,0.0662256064490566,0.08499520730943395,0.06628997631320754,0.05455985592641509,0.027725704521698116,0.05726799935283019,0.07446706159622643,0.048563627233962264,0.04032208739622641,0.06691338554716982,0.05565493471698113,0.041157025867924524,0.3125029505717958,0.1352914781254794,0.13902407455024138,0.38392287559164534,42.761080254545455,1.2743637357272728,15.755043959090909,26.585501245454545,2.3108550181818184,13.662499945454545,1.5062283769272726,15.244387436363636,1.2812636592272726,27.925028981818183,1.8420213047727274,52.957643784848486,3.792061965757576,11.728835986136362,4.7095516486363636,56.814192824242426,8.290635954181818,6.518259976363637,6.0504644645454535,43.8984476369697,3.983039496181818,21.862995245454545,6.434236267272729,39.04724598,8.124176051515152,7.731096806363637,5.728264530000001,44.248367793939394,1.9968658096969696,77.2270704,15.257040154848486,57.544896151515154,10.650577746272726,8.560149902058825,105.00589859117648,8.065146414285714,2.1847496461904763,3.0679942119523806,0.03609400286764705,3.717950432647059,1.868282382647059,3.8120749800000007,4.757512576470588,3.0733499947058824,2.0336512344764706,2.3187739457647063,0.2890311769235294,0.22437672444117648,0.25346771023529413,0.22485110018529414,0.36582823685294114,0.23623853920588236,0.13765141122352942,0.06859233801764705,0.17912410852941174,0.28122723947058825,0.08426471847205882,0.0708387459352941,0.057896812220588234,0.0731650365882353,0.08014101275911764,0.4014030417161399,0.23168742780698748,0.18578962112065078,1.1439440629238995,0.963302752293578,0.38461538461538464,52.736064094339625
L2,12.36744351,0.26034089896153845,2.7017044114117645,5.254833297941177,0.3691931884676471,2.066429895882353,0.23750912510205885,2.075430513852941,0.24971810064705882,5.366764552532941,0.49237691797058825,13.499269663461538,0.7625378623076922,2.568354160235294,0.8966245476764706,14.175370665384616,1.3074073050576922,1.1169167391794117,1.2012098694117646,13.348351476923076,0.7633197519038462,3.727989934852941,1.4820399109705882,14.119286473076922,1.563895924384615,1.3723824839705883,1.185863970882353,12.801946471153848,0.3706871354230769,16.841075207692306,2.3309272055,16.896075751923078,2.069230703733269,62.200739735849055,435.04576679245287,7.300775461904761,8.331003047619047,6.527015992857143,0.9796453518867925,1.959416918301887,1.1139245725471698,1.0757159831886791,1.3788986406792454,0.9268408996698113,0.5111950782264151,0.46227412432264153,0.07255724558301888,0.06481246188603773,0.07716699431132076,0.0662256064490566,0.08499520730943395,0.06628997631320754,0.05455985592641509,0.027725704521698116,0.05726799935283019,0.07446706159622643,0.048563627233962264,0.04032208739622641,0.06691338554716982,0.05565493471698113,0.041157025867924524,0.3125029505717958,0.1352914781254794,0.13902407455024138,0.38392287559164534,42.761080254545455,1.2743637357272728,15.755043959090909,26.585501245454545,2.3108550181818184,13.662499945454545,1.5062283769272726,15.244387436363636,1.2812636592272726,27.925028981818183,1.8420213047727274,52.957643784848486,3.792061965757576,11.728835986136362,4.7095516486363636,56.814192824242426,8.290635954181818,6.518259976363637,6.0504644645454535,43.8984476369697,3.983039496181818,21.862995245454545,6.434236267272729,39.04724598,8.124176051515152,7.731096806363637,5.728264530000001,44.248367793939394,1.9968658096969696,77.2270704,15.257040154848486,57.544896151515154,10.650577746272726,8.560149902058825,105.00589859117648,8.065146414285714,2.1847496461904763,3.0679942119523806,0.03609400286764705,3.717950432647059,1.868282382647059,3.8120749800000007,4.757512576470588,3.0733499947058824,2.0336512344764706,2.3187739457647063,0.2890311769235294,0.22437672444117648,0.25346771023529413,0.22485110018529414,0.36582823685294114,0.23623853920588236,0.13765141122352942,0.06859233801764705,0.17912410852941174,0.28122723947058825,0.08426471847205882,0.0708387459352941,0.057896812220588234,0.0731650365882353,0.08014101275911764,0.4014030417161399,0.23168742780698748,0.18578962112065078,1.1439440629238995,0.963302752293578,0.38461538461538464,52.736064094339625
N2,12.36744351,0.26034089896153845,2.7017044114117645,5.254833297941177,0.3691931884676471,2.066429895882353,0.23750912510205885,2.075430513852941,0.24971810064705882,5.366764552532941,0.49237691797058825,13.499269663461538,0.7625378623076922,2.568354160235294,0.8966245476764706,14.175370665384616,1.3074073050576922,1.1169167391794117,1.2012098694117646,13.348351476923076,0.7633197519038462,3.727989934852941,1.4820399109705882,14.119286473076922,1.563895924384615,1.3723824839705883,1.185863970882353,12.801946471153848,0.3706871354230769,16.841075207692306,2.3309272055,16.896075751923078,2.069230703733269,62.200739735849055,435.04576679245287,7.300775461904761,8.331003047619047,6.527015992857143,0.9796453518867925,1.959416918301887,1.1139245725471698,1.0757159831886791,1.3788986406792454,0.9268408996698113,0.5111950782264151,0.46227412432264153,0.07255724558301888,0.06481246188603773,0.07716699431132076,0.0662256064490566,0.08499520730943395,0.06628997631320754,0.05455985592641509,0.027725704521698116,0.05726799935283019,0.07446706159622643,0.048563627233962264,0.04032208739622641,0.06691338554716982,0.05565493471698113,0.041157025867924524,0.3125029505717958,0.1352914781254794,0.13902407455024138,0.38392287559164534,42.761080254545455,1.2743637357272728,15.755043959090909,26.585501245454545,2.3108550181818184,13.662499945454545,1.5062283769272726,15.244387436363636,1.2812636592272726,27.925028981818183,1.8420213047727274,52.957643784848486,3.792061965757576,11.728835986136362,4.7095516486363636,56.814192824242426,8.290635954181818,6.518259976363637,6.0504644645454535,43.8984476369697,3.983039496181818,21.862995245454545,6.434236267272729,39.04724598,8.124176051515152,7.731096806363637,5.728264530000001,44.248367793939394,1.9968658096969696,77.2270704,15.257040154848486,57.544896151515154,10.650577746272726,8.560149902058825,105.00589859117648,8.065146414285714,2.1847496461904763,3.0679942119523806,0.03609400286764705,3.717950432647059,1.868282382647059,3.8120749800000007,4.757512576470588,3.0733499947058824,2.0336512344764706,2.3187739457647063,0.2890311769235294,0.22437672444117648,0.25346771023529413,0.22485110018529414,0.36582823685294114,0.23623853920588236,0.13765141122352942,0.06859233801764705,0.17912410852941174,0.28122723947058825,0.08426471847205882,0.0708387459352941,0.057896812220588234,0.0731650365882353,0.08014101275911764,0.4014030417161399,0.23168742780698748,0.18578962112065078,1.1439440629238995,0.963302752293578,0.38461538461538464,52.736064094339625
L1,14.923839810076531,0.20700973996522962,2.8641077415117495,3.1341801952663184,0.3851626585334204,1.248833413981462,0.3073525535533943,1.17499507753812,0.3064696273007833,1.9415376524600518,0.20999079685587468,16.173922030433673,1.0915476893076532,2.01603618782483,1.2234044210835509,16.97365087022959,1.6047847973492348,0.6884394117823368,1.0883945648793734,15.419427009744897,0.7108359298569132,1.19196740272141,0.7615728530216709,15.593232706581631,0.849485126094898,0.6739805530532638,0.744392676,15.182480843520407,0.5135050470206632,18.49432608859694,2.1422793045030613,16.063471415,1.4808111586612855,57.04323994177215,287.8998458481013,4.88055627242268,5.706708850515464,5.0731896603092785,0.989790299620253,1.241304429597215,1.0654182078455696,1.2880260756481012,1.113401745682329,0.508835314543038,0.4419880278806076,0.3133778838001013,0.08340266176756962,0.054555836403392406,0.05953010424598228,0.07416254808025316,0.06956317021931646,0.07734183759947848,0.06096842113665822,0.025370290937822785,0.04003344797463291,0.05483596458083545,0.03396283108759494,0.047052436156708864,0.06680537984810127,0.03697210883518987,0.028711914083164553,0.0011860096250016665,0.001499012202659524,0.001178947096487619,0.0018715318221469047,33.158887308815785,0.8232834092434209,12.149849469461127,16.276479784013404,1.6818386348756031,6.718874900584451,1.332546108699732,6.161929890495979,1.3654864977699732,10.567706477758712,0.8983399264544236,34.90639293678947,4.896514022078947,11.641817503817693,5.416004869675604,36.61337520563947,7.3147983240526315,3.966261326780161,5.779182205107238,34.350663363821056,3.0591513173394738,6.40148221330563,3.4488192955013406,35.15246812171053,4.128562130413158,3.777115032002681,4.083170519913674,33.47574709055263,2.2525123827152633,41.43604340752631,11.036888185184209,36.69927337273685,8.122721016506869,3.8020413957519583,80.20111808720627,1.8842471495348283,0.9596639488271766,1.5060501652440632,0.012226244364135563,3.6841207028681455,3.0737391745248037,4.3027836691723245,3.4021937348250653,2.0737657302281987,1.4300849765020887,1.1947026194010444,0.3112202305977859,0.18505797371644908,0.2177340413670496,0.24893857742793735,0.2288273423091384,0.27648643245796345,0.20326452980208876,0.07960739807791123,0.12763777487070496,0.17290925404682506,0.07300647735344648,0.07304429680984334,0.044298121224637076,0.056837731595430804,0.0652319797648564,0.00017231976550095924,0.0003367458465947242,0.0002290112203094964,0.0004303068201138609,1.0,0.0,51.304925979746834
L2,14.923839810076531,0.20700973996522962,2.8641077415117495,3.1341801952663184,0.3851626585334204,1.248833413981462,0.3073525535533943,1.17499507753812,0.3064696273007833,1.9415376524600518,0.20999079685587468,16.173922030433673,1.0915476893076532,2.01603618782483,1.2234044210835509,16.97365087022959,1.6047847973492348,0.6884394117823368,1.0883945648793734,15.419427009744897,0.7108359298569132,1.19196740272141,0.7615728530216709,15.593232706581631,0.849485126094898,0.6739805530532638,0.744392676,15.182480843520407,0.5135050470206632,18.49432608859694,2.1422793045030613,16.063471415,1.4808111586612855,57.04323994177215,287.8998458481013,4.88055627242268,5.706708850515464,5.0731896603092785,0.989790299620253,1.241304429597215,1.0654182078455696,1.2880260756481012,1.113401745682329,0.508835314543038,0.4419880278806076,0.3133778838001013,0.08340266176756962,0.054555836403392406,0.05953010424598228,0.07416254808025316,0.06956317021931646,0.07734183759947848,0.06096842113665822,0.025370290937822785,0.04003344797463291,0.05483596458083545,0.03396283108759494,0.047052436156708864,0.06680537984810127,0.03697210883518987,0.028711914083164553,0.0011860096250016665,0.001499012202659524,0.001178947096487619,0.0018715318221469047,33.158887308815785,0.8232834092434209,12.149849469461127,16.276479784013404,1.6818386348756031,6.718874900584451,1.332546108699732,6.161929890495979,1.3654864977699732,10.567706477758712,0.8983399264544236,34.90639293678947,4.896514022078947,11.641817503817693,5.416004869675604,36.61337520563947,7.3147983240526315,3.966261326780161,5.779182205107238,34.350663363821056,3.0591513173394738,6.40148221330563,3.4488192955013406,35.15246812171053,4.128562130413158,3.777115032002681,4.083170519913674,33.47574709055263,2.2525123827152633,41.43604340752631,11.036888185184209,36.69927337273685,8.122721016506869,3.8020413957519583,80.20111808720627,1.8842471495348283,0.9596639488271766,1.5060501652440632,0.012226244364135563,3.6841207028681455,3.0737391745248037,4.3027836691723245,3.4021937348250653,2.0737657302281987,1.4300849765020887,1.1947026194010444,0.3112202305977859,0.18505797371644908,0.2177340413670496,0.24893857742793735,0.2288273423091384,0.27648643245796345,0.20326452980208876,0.07960739807791123,0.12763777487070496,0.17290925404682506,0.07300647735344648,0.07304429680984334,0.044298121224637076,0.056837731595430804,0.0652319797648564,0.00017231976550095924,0.0003367458465947242,0.0002290112203094964,0.0004303068201138609,1.0,0.0,51.304925979746834
N2,14.923839810076531,0.20700973996522962,2.8641077415117495,3.1341801952663184,0.3851626585334204,1.248833413981462,0.3073525535533943,1.17499507753812,0.3064696273007833,1.9415376524600518,0.20999079685587468,16.173922030433673,1.0915476893076532,2.01603618782483,1.2234044210835509,16.97365087022959,1.6047847973492348,0.6884394117823368,1.0883945648793734,15.419427009744897,0.7108359298569132,1.19196740272141,0.7615728530216709,15.593232706581631,0.849485126094898,0.6739805530532638,0.744392676,15.182480843520407,0.5135050470206632,18.49432608859694,2.1422793045030613,16.063471415,1.4808111586612855,57.04323994177215,287.8998458481013,4.88055627242268,5.706708850515464,5.0731896603092785,0.989790299620253,1.241304429597215,1.0654182078455696,1.2880260756481012,1.113401745682329,0.508835314543038,0.4419880278806076,0.3133778838001013,0.08340266176756962,0.054555836403392406,0.05953010424598228,0.07416254808025316,0.06956317021931646,0.07734183759947848,0.06096842113665822,0.025370290937822785,0.04003344797463291,0.05483596458083545,0.03396283108759494,0.047052436156708864,0.06680537984810127,0.03697210883518987,0.028711914083164553,0.0011860096250016665,0.001499012202659524,0.001178947096487619,0.0018715318221469047,33.158887308815785,0.8232834092434209,12.149849469461127,16.276479784013404,1.6818386348756031,6.718874900584451,1.332546108699732,6.161929890495979,1.3654864977699732,10.567706477758712,0.8983399264544236,34.90639293678947,4.896514022078947,11.641817503817693,5.416004869675604,36.61337520563947,7.3147983240526315,3.966261326780161,5.779182205107238,34.350663363821056,3.0591513173394738,6.40148221330563,3.4488192955013406,35.15246812171053,4.128562130413158,3.777115032002681,4.083170519913674,33.47574709055263,2.2525123827152633,41.43604340752631,11.036888185184209,36.69927337273685,8.122721016506869,3.8020413957519583,80.20111808720627,1.8842471495348283,0.9596639488271766,1.5060501652440632,0.012226244364135563,3.6841207028681455,3.0737391745248037,4.3027836691723245,3.4021937348250653,2.0737657302281987,1.4300849765020887,1.1947026194010444,0.3112202305977859,0.18505797371644908,0.2177340413670496,0.24893857742793735,0.2288273423091384,0.27648643245796345,0.20326452980208876,0.07960739807791123,0.12763777487070496,0.17290925404682506,0.07300647735344648,0.07304429680984334,0.044298121224637076,0.056837731595430804,0.0652319797648564,0.00017231976550095924,0.0003367458465947242,0.0002290112203094964,0.0004303068201138609,1.0,0.0,51.304925979746834
L1,17.413938046494845,0.4130501134969071,3.769372525463918,4.354861056597938,0.7326512629896906,2.0280059536082473,0.39295367629175265,1.7669831186597937,0.45493420135793816,3.0624235231237114,0.5373581489690721,20.27700439123711,1.3279288212577318,1.9961896116494844,1.2659229088484536,20.87744568556701,1.7428481102783504,0.7850066250412371,1.0869409735257731,19.782451311340203,1.087774770430928,1.6404243557216496,1.0262468471237112,19.996930464639178,1.3271439254536082,0.7712993575670104,0.918618429659794,18.604276973814432,1.1026211677525772,23.68289954845361,2.3181600903917525,20.223805309587625,2.248499057515464,58.83536058,315.60707290000005,4.911345389583334,5.9862057593749975,5.2918863781250005,0.9653862905999999,1.80321415777,2.0243163608200003,1.7783694570400002,0.90384871316,0.48202420381000005,0.46767665985600004,0.3168527963,0.062249644479,0.058710796782799994,0.07388693001,0.077810773591,0.0705347904406,0.058166383125000005,0.05995601737,0.04601964101,0.0562977792917,0.066064461258,0.029732763211999996,0.040394359035,0.06604549773,0.034799537641700004,0.031403980564,0.3125029505717958,0.1352914781254794,0.13902407455024138,0.0056724094280000015,51.5995661993617,1.6745720201382976,18.261238277978723,20.365597225212767,3.2857230056702127,10.432314571914892,1.926614942723404,8.727141650425532,2.2943003227553187,15.126415901787233,2.094392883244681,60.894046906382975,6.648334452127659,11.405072245425531,6.96886000393617,62.413863312765955,9.061936173989361,4.386066980585106,6.605064776489361,58.03718329319148,4.9922659541489365,9.15695026680851,5.017915823219148,57.43740970457447,6.316758784361703,4.380299073797873,5.124582407978724,53.813275279787234,5.13157933787234,73.42532195851064,13.321959545638299,55.20298733010638,12.75924960868085,4.570756483381444,60.77093974948453,2.5202142079155556,1.1489594619766668,1.9112375856,0.04854965457814432,4.890910278556701,5.683172705257731,5.045073491752578,3.202640852474227,2.4880472730103094,1.4600399334432992,1.5018784081237113,0.2977897440322681,0.22288977293690718,0.2108434921319588,0.26316357143711344,0.3070636877175258,0.27036649562783505,0.19249553475463915,0.09602264598350516,0.1581377240061856,0.22688277233350512,0.06733023528762887,0.06203175306701032,0.05248196066628866,0.06035658510618558,0.07350457686762886,0.4014030417161399,0.23168742780698748,0.18578962112065078,0.0034158842553608255,1.0,0.0,48.41426894
